name,username_type,acount_age,number_of_edits,total_posts,talking_type,status,rights,partition,editors,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,clustering_coifficient,UID,only_edits
Uchastnik1,registered,39.25986844356832,1697,8,0,1,1,1,Uchastnik1,0.0005910702918977,0.0003936863224734,0.2572342570789664,0.0,1.0,U10412,1689.0
A.BourgeoisP,registered,122.48600739386998,712,4,0,1,1,6,A.BourgeoisP,9.09338910611985e-05,0.0001633357214991,0.2558223727173759,0.0,1.0,U10414,708.0
Danny Diggins,registered,0.0363673906149111,56,1,1,1,1,1,Danny Diggins,4.546694553059925e-05,0.0001025122593761,0.2529476581623974,0.0,0.0,U10415,55.0
Négercsókk,registered,0.0017245011495406,52,1,1,1,1,6,Négercsókk,4.546694553059925e-05,6.082346212298949e-05,0.2452337070891688,0.0,0.0,U10416,51.0
Jewmensch,registered,0.0016743061877458,62,1,1,1,1,6,Jewmensch,4.546694553059925e-05,6.082346212298949e-05,0.2452337070891688,0.0,0.0,U10417,61.0
Dogfennydd,registered,39.36413630822141,16757,23,0,1,1,1,Dogfennydd,0.0009548058561425,0.0012046646094327,0.2866955715475822,7.379228032734155e-05,0.6571428571428571,U10419,16734.0
JosephinIV,registered,0.3824380757685343,501,2,2,0,1,2,JosephinIV,9.09338910611985e-05,0.0001544325786765,0.2484686962009568,0.0,1.0,U10420,499.0
Underbar dk,registered,118.6655581945937,1190,34,1,1,1,1,Underbar dk,0.0002273347276529,0.0002829671113256,0.2597812422477447,2.2490733511047168e-08,0.8,U10421,1156.0
Cloj,registered,117.22369042485472,1209,1,1,1,1,2,Cloj,4.546694553059925e-05,2.1998050107960284e-05,0.2279969232879312,0.0,0.0,U10422,1208.0
Manacore,registered,119.03611793686538,976,3,1,1,1,1,Manacore,9.09338910611985e-05,8.975868520170462e-05,0.2464081688036772,0.0,1.0,U10424,973.0
Anypodetos,registered,110.18387137008668,254,2,2,1,1,9,Anypodetos,9.09338910611985e-05,7.96965605723664e-05,0.2423533699165304,2.4076304110491887e-09,0.0,U10425,252.0
Laurent Jerry,registered,123.94802691971012,11377,37,1,1,1,1683,Laurent Jerry,0.0065927071019368,0.0067963303098703,0.3171260903483795,5.6851938474082376e-05,0.6730842911877395,U10426,11340.0
Samaksasanian,registered,15.056287565415063,7,2,1,0,1,2,Samaksasanian,9.09338910611985e-05,0.0001918333731838,0.2598664424977385,0.0,1.0,U10427,5.0
Burgundo,registered,116.66129770707892,19423,29,1,1,1,1,Burgundo,0.0015458761480403,0.001389516550081,0.2789375862863847,3.071150164700464e-07,0.8484848484848485,U10429,19394.0
KING Ramakhanthana,registered,0.0290031812958361,4,3,0,1,1,1683,KING Ramakhanthana,0.0013185414203873,0.0013378721933972,0.2740431545786619,1.727551396862469e-07,0.9507389162561576,U10431,1.0
Fpittui,registered,99.79323136150792,946,2,2,1,1,1683,Fpittui,4.546694553059925e-05,4.5134886400205966e-05,0.242437410535178,0.0,0.0,U10432,944.0
Carlomorino,registered,123.99533110802336,55621,62,1,1,1,1,Carlomorino,0.0007729380740201,0.0009392168291647,0.283116998906064,0.0001048643101665,0.4632352941176471,U10433,55559.0
Dispe,registered,120.87734176608691,39062,14,0,1,1,1,Dispe,0.0024552150586523,0.0025815574730971,0.2934919896798836,8.312909115906724e-06,0.5814116002795248,U10434,39048.0
EeveesEyes,registered,12.835436198020645,50,1,1,0,1,1683,EeveesEyes,4.546694553059925e-05,3.673038736780023e-07,0.187381781138875,0.0,0.0,U10435,49.0
Metalpotato,registered,87.7215305204381,109,1,1,1,1,1683,Metalpotato,4.546694553059925e-05,4.5134886400205966e-05,0.242437410535178,0.0,0.0,U10437,108.0
風紀股長,registered,74.61885862741117,20,1,1,0,1,1683,風紀股長,4.546694553059925e-05,4.5134886400205966e-05,0.242437410535178,0.0,0.0,U10438,19.0
Granato31415,registered,74.93767534963453,20736,1,1,1,1,1740,Granato31415,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10439,20735.0
ShizueMocha,registered,0.8903544296673519,2,1,1,1,1,1741,ShizueMocha,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10443,1.0
Lone Internaut,registered,69.34566494254578,61,3,0,1,1,1683,Lone Internaut,4.546694553059925e-05,4.5134886400205966e-05,0.242437410535178,0.0,0.0,U10444,58.0
AlbertoNonSocial,registered,10.310772599330884,279,3,1,1,1,1683,AlbertoNonSocial,9.09338910611985e-05,6.703065303984349e-05,0.2441807045666386,0.0,1.0,U10445,276.0
Droadnaegel,registered,70.60589996144114,2807,28,1,0,1,2,Droadnaegel,0.0008184050195507,0.0010768546823806,0.2713032234769121,3.22513876032167e-08,0.8888888888888888,U10446,2779.0
Toïlev,registered,117.32269656461118,6580,16,0,1,1,1,Toïlev,0.0003182686187141,0.0001549828967243,0.243755032180245,9.96008086173546e-08,0.5714285714285714,U10447,6564.0
Atsirlin,registered,123.70936014352716,2036,9,0,1,1,2,Atsirlin,0.0009093389106119,0.000969441078181,0.2800351447640679,6.816789883127941e-07,0.8789473684210526,U10448,2027.0
Danapit,registered,104.78145227714008,59,1,0,1,1,0,Danapit,4.546694553059925e-05,6.629818636287441e-05,0.2405629197683797,0.0,0.0,U10449,58.0
Wauteurz,registered,93.2070873004465,1637,1,1,1,1,2,Wauteurz,4.546694553059925e-05,1.5544398036229738e-05,0.2211703378256832,0.0,0.0,U10450,1636.0
C-we,registered,107.40477293244292,87,3,1,1,1,2,C-we,0.0004546694553059,0.0007082995110907,0.2671263258057799,6.198976667520161e-10,0.9777777777777776,U10451,84.0
Mattythewhite,registered,118.35478255314392,102308,22,0,1,1,1683,Mattythewhite,0.0047740292807129,0.0054546618532893,0.313272664384316,0.0001371437686154,0.7142857142857143,U10452,102286.0
Posible2006,registered,118.73171781609328,1754,1,1,1,1,1742,Posible2006,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10453,1753.0
Pertile,registered,119.47402220594688,746,5,0,1,1,2,Pertile,0.0004092025097753,0.000628354979399,0.2650236724362611,2.026466109643258e-09,0.9444444444444444,U10455,741.0
EEIM,registered,123.45890895926831,11666,3,1,1,1,2,EEIM,4.546694553059925e-05,9.438524925990782e-05,0.2479141364192771,0.0,0.0,U10457,11663.0
Tector,registered,94.1426460958587,455,2,2,1,1,2,Tector,4.546694553059925e-05,9.438524925990782e-05,0.2479141364192771,0.0,0.0,U10458,453.0
Goanimatevideomaker20142015,registered,0.2023370317893819,3,2,1,0,1,1743,Goanimatevideomaker20142015,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10459,1.0
Anton vk,registered,71.41845372138602,92,1,1,0,1,2,Anton vk,4.546694553059925e-05,9.438524925990782e-05,0.2479141364192771,0.0,0.0,U10460,91.0
Illustr,registered,76.25317692279026,769,6,2,0,1,1,Illustr,0.0001818677821223,0.0001903211458847,0.2580776847127563,0.0,1.0,U10463,763.0
Altofonte,registered,102.01839607323292,64,2,2,1,1,1744,Altofonte,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10464,62.0
Ammar Alwaeli,registered,68.63014564904748,997,1,1,0,1,2,Ammar Alwaeli,4.546694553059925e-05,9.438524925990782e-05,0.2479141364192771,0.0,0.0,U10465,996.0
THE IT,registered,109.80250031752117,347,26,0,1,1,5,THE IT,0.0004546694553059,0.0008583861786742,0.2794951466013678,1.606533375709434e-09,0.9555555555555556,U10466,321.0
JLZIMMERMANN,registered,78.58632696846007,1554,5,0,1,1,0,JLZIMMERMANN,0.0005910702918977,0.000879725427981,0.2696291201015555,4.414359367560318e-07,0.782051282051282,U10467,1549.0
Florian Blaschke,registered,114.49810780204628,219,8,1,1,1,2,Florian Blaschke,0.0001818677821223,0.000355147431271,0.2624950663473777,0.0,1.0,U10468,211.0
Nashjean,registered,58.83078593902225,795,1,1,0,1,1745,Nashjean,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10469,794.0
LaMèreVeille,registered,94.59674470462166,16148,19,0,1,9,9,LaMèreVeille,0.006683640992998,0.0070359301891184,0.3098183518606059,1.526273593521795e-05,0.6506383375267916,U10470,16129.0
Similartothissimilartothat,registered,45.44462925316741,1414,5,0,0,1,1,Similartothissimilartothat,0.0003637355642447,0.0005290334796342,0.2675833940625564,5.463418261641277e-08,0.8571428571428571,U10471,1409.0
JavierCantero,registered,69.7457252525529,10606,22,0,1,1,1,JavierCantero,0.0015913430935709,0.0017990318421973,0.2852232208801672,3.560295861375025e-06,0.6201680672268908,U10472,10584.0
Borgil,registered,121.27873110178702,345,3,1,1,1,5,Borgil,9.09338910611985e-05,0.00012847302469,0.2498423748518334,0.0,1.0,U10473,342.0
Salarabdolmohamadian,registered,109.24925182888386,733,1,1,1,1,1746,Salarabdolmohamadian,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10474,732.0
Peprovira,registered,62.202001638181024,1544,1,1,0,1,1747,Peprovira,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10476,1543.0
XanonymusX,registered,120.34206763695047,3260,17,0,1,1,1,XanonymusX,0.0003637355642447,0.0003884247551323,0.2695373991172824,5.000699769321716e-07,0.4285714285714285,U10477,3243.0
ReemW,registered,104.83442317242806,103,1,1,1,1,1748,ReemW,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10478,102.0
C3r098,registered,73.52005897147481,33,1,1,1,1,2,C3r098,4.546694553059925e-05,9.438524925990782e-05,0.2479141364192771,0.0,0.0,U10479,32.0
Vaselineeeeeeee,registered,97.41601736441466,929,3,0,1,1,2,Vaselineeeeeeee,4.546694553059925e-05,9.438524925990782e-05,0.2479141364192771,0.0,0.0,U10480,926.0
Madreterra,registered,52.03340436680957,14,1,1,0,1,1749,Madreterra,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10481,13.0
Poulpy,registered,123.82674030115456,340494,48,1,1,10,9,Poulpy,0.0050468309538965,0.005113006150484,0.2992334050221951,1.0684331187105983e-05,0.8158886158886159,U10482,340446.0
Badefa,registered,112.58830358521315,89,1,1,1,1,1750,Badefa,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10483,88.0
GinnevraDubois,registered,38.46857681312188,588,2,2,0,1,2,GinnevraDubois,9.09338910611985e-05,9.530622227319326e-05,0.2479193077612967,0.0,1.0,U10484,586.0
Manosicura,registered,0.7295233075741916,385,4,0,0,1,1,Manosicura,0.0004092025097753,0.0005078528632281,0.262599461203636,8.256950489150316e-07,0.8055555555555556,U10485,381.0
Perudotes,registered,71.59856807463534,176,1,1,0,1,1751,Perudotes,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10486,175.0
ねをなふみそね,registered,100.44285912023444,899,1,1,1,1,1752,ねをなふみそね,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10488,898.0
Jimi Henderson,registered,53.48379767475642,1065,3,1,0,1,2,Jimi Henderson,4.546694553059925e-05,9.438524925990782e-05,0.2479141364192771,0.0,0.0,U10489,1062.0
Camulogene77,registered,42.19598432700344,20714,23,0,0,1,1,Camulogene77,0.0005001364008365,0.0007597678519126,0.2780696180355754,3.312407683015258e-07,0.6909090909090909,U10492,20691.0
SaryMusicTv,registered,0.0072900576709689,12,1,1,0,1,0,SaryMusicTv,0.0004546694553059,0.0004703048833596,0.2568340309032018,0.0,1.0,U10494,11.0
Smatxi,registered,119.22846160807926,1319,2,2,1,1,0,Smatxi,4.546694553059925e-05,6.105080590872649e-05,0.2355474179332626,0.0,0.0,U10495,1317.0
Graham87,registered,120.16252520205371,3290,23,1,1,1,1,Graham87,0.0014549422569791,0.001915856814572,0.2865227842645202,1.2367501322616943e-06,0.719758064516129,U10496,3267.0
Mabdul,registered,6.11658540406564,207,43,0,0,1,2,Mabdul,0.020869327998545,0.0261858414857416,0.3417167883061604,1.140236075198003e-05,0.7190779271436862,U10502,164.0
Elekhh,registered,112.56785256066556,3286,274,1,1,1,5,Elekhh,0.0143675547876693,0.0122834250965281,0.3237341436024451,1.207977773990366e-05,0.7579666465742415,U10503,3012.0
Litlok,registered,122.59763034148546,2535,9,1,1,1,3,Litlok,0.0001364008365917,0.0002963633668926,0.2594070239010971,0.0,1.0,U10504,2526.0
Mojirian,registered,0.1234309321128352,2135,15,0,0,1,2,Mojirian,0.0160043648267709,0.0229047440918841,0.3356562346882591,7.385562607520998e-05,0.9492521367521368,U10505,2120.0
Mizuhara gumi,registered,95.74305883534,930,3,1,0,1,2,Mizuhara gumi,4.546694553059925e-05,4.153206568158577e-05,0.2304415157064636,0.0,0.0,U10506,927.0
The Bushranger,registered,108.09095859448024,1193,4,0,1,1,2,The Bushranger,9.09338910611985e-05,7.494331863783438e-05,0.2400818425225041,0.0,1.0,U10507,1189.0
Kayatyuta,registered,0.2255491595005753,57,46,0,0,1,6,Kayatyuta,0.0089115213239974,0.0026718659124138,0.2782909903080586,6.868270276820551e-07,0.980429094714809,U10511,11.0
Александр Мотин,registered,106.56588430973942,10163,11,1,1,1,1,Александр Мотин,0.0003182686187141,0.0003607011179627,0.2625008638840154,5.9428470759716555e-08,0.4761904761904761,U10512,10152.0
Jmk,registered,122.14972966970954,990,13,0,1,1,6,Jmk,0.0139128853323633,0.007925368601502,0.3185113657798892,0.0001360521258287,0.5530268938176364,U10513,977.0
Hortensja Bukietowa,registered,104.48306300304289,73,2,1,1,1,1,Hortensja Bukietowa,0.0003637355642447,0.0003773575849882,0.2579432605003921,5.3260434146035674e-09,0.75,U10514,71.0
Vakondka,registered,72.40622782580523,655,17,0,0,1,2,Vakondka,0.0002728016731835,0.0003268659261599,0.2578761008934142,3.4919362609315294e-08,0.7333333333333333,U10515,638.0
Crazy Ivan,registered,115.08219272887952,536,13,1,1,1,2,Crazy Ivan,0.0015458761480403,0.0024493943485721,0.3026239143982422,9.32379953611724e-07,0.839572192513369,U10516,523.0
Itzuvit,registered,69.54840657614842,117,2,2,0,1,2,Itzuvit,0.0010457397472037,0.0013217086388707,0.2683991602474271,0.0,1.0,U10517,115.0
FelGru,registered,117.95176302198008,9300,89,1,1,1,2,FelGru,0.0030462853505501,0.0037187712831472,0.2861089433108632,1.6095142186881689e-06,0.7593848937132519,U10518,9211.0
AnakngAraw,registered,24.182150671585774,701,1,0,0,1,2,AnakngAraw,4.546694553059925e-05,0.0001049356795262,0.2517155180142018,0.0,0.0,U10521,700.0
Neoalpha,registered,2.433695117323118e-05,2,1,1,0,1,98,Neoalpha,4.546694553059925e-05,2.5456853818027564e-24,4.546694553059925e-05,0.0,0.0,U10522,1.0
Outis,registered,39.94905629669177,87,3,1,0,1,2,Outis,9.09338910611985e-05,0.0001879463183795,0.2601850178212909,0.0,1.0,U10523,84.0
EVula,registered,32.41774452741824,189,7,0,0,1,2,EVula,0.0001364008365917,8.846814876960668e-05,0.2402905586930687,2.586758172406439e-10,0.6666666666666666,U10525,182.0
Jafeluv,registered,102.95333351586046,14254,2557,1,0,1,2,Jafeluv,0.0157315631535873,0.0229310803670939,0.3369504043907965,2.6527702997651297e-06,0.9807991957778336,U10526,11697.0
Kozuch,registered,103.649720163088,383,18,2,0,1,1,Kozuch,0.0018641447667545,0.002664934082195,0.2962056477028428,1.3805847747657095e-06,0.7621951219512195,U10527,365.0
Prokurator11,registered,124.01399298639488,401,10,1,1,1,1683,Prokurator11,0.0001818677821223,0.0002642928735096,0.2570840261745704,3.392177290922298e-07,0.6666666666666666,U10528,391.0
AnjaQantina,registered,120.30761564044587,2180,3,1,1,1,10,AnjaQantina,9.09338910611985e-05,0.0001553233389593,0.2554265245551689,0.0,1.0,U10529,2177.0
Datamaster1,registered,9.46188833446272,112,20,0,0,1,1,Datamaster1,0.0015458761480403,0.0023840942879129,0.3006564876698431,1.2200562330462054e-06,0.8235294117647058,U10531,92.0
Suffusion of Yellow,registered,29.91821073213915,54,15,0,0,10,1683,Suffusion of Yellow,0.0031826861871419,0.0039878694315274,0.2979506546522077,1.4508930285484698e-06,0.7598343685300207,U10533,39.0
Rafplayz001,registered,11.22036424810609,4,3,0,0,1,1,Rafplayz001,4.546694553059925e-05,8.210414983046211e-05,0.2497216374769207,0.0,0.0,U10534,1.0
Evaccari,registered,20.610978778939103,27,12,0,1,1,1,Evaccari,0.0002728016731835,0.0004544879689877,0.2641871524423528,2.110373044359704e-09,0.8666666666666667,U10535,15.0
Soft Human,registered,0.0672083919891883,33,22,1,0,1,9,Soft Human,9.09338910611985e-05,5.657036812590992e-05,0.2413886226633744,0.0,1.0,U10537,11.0
BubblySnow,registered,1.9775035307592443,1385,216,1,0,1,3,BubblySnow,0.0093207238337728,0.0102340829199227,0.3293590759318452,9.346747149658024e-05,0.8995695839311334,U10539,1169.0
Fatih gh,registered,0.04516443793431,3,1,1,0,1,1753,Fatih gh,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10540,2.0
Dany3535,registered,83.74944956661214,11472,3,1,1,1,1,Dany3535,4.546694553059925e-05,8.210414983046211e-05,0.2497216374769207,0.0,0.0,U10541,11469.0
Sariel Xilo,registered,23.212939576673943,919,2,2,1,1,1,Sariel Xilo,9.09338910611985e-05,0.000142620461744,0.2511994676856018,0.0,1.0,U10542,917.0
Sparkleeldar,registered,6.90118437293944,924,10,0,1,1,1,Sparkleeldar,0.0001364008365917,0.0001786404564645,0.2531200428937614,0.0,1.0,U10543,914.0
Katikei,registered,57.02126098870385,123896,14,2,1,1,1,Katikei,0.0003182686187141,0.0002938246396787,0.2599687565964514,3.040178339536683e-08,0.4285714285714285,U10544,123882.0
Tschurifetzen,registered,0.0033178109216631,84,1,1,1,1,2,Tschurifetzen,4.546694553059925e-05,2.820438723834516e-05,0.233089853188401,0.0,0.0,U10545,83.0
Vagrand,registered,99.99897518619667,16634,12,0,0,1,2,Vagrand,0.0009093389106119,0.0008875194018335,0.2696352370533942,7.873631567029043e-08,0.8157894736842105,U10546,16622.0
Acategory,registered,116.20376264475732,610,2,0,1,1,2,Acategory,4.546694553059925e-05,8.985338365350293e-06,0.2173044870383692,0.0,0.0,U10547,608.0
Rsocol,registered,118.17595995963109,3309,114,1,1,1,2,Rsocol,0.0046376284441211,0.0054203009569287,0.2973766260684206,6.032638655851736e-06,0.6963696369636964,U10548,3195.0
Donarius,registered,96.73169195808264,34104,11,1,1,10,1,Donarius,0.0001818677821223,0.0001220351069345,0.2587124861575221,1.6464899526414957e-07,0.0,U10549,34093.0
Kumioko,registered,3.93995731907188,3,2,0,0,1,2,Kumioko,0.0001818677821223,0.0002450973443141,0.2527486307859086,1.8480073296312917e-10,0.8333333333333334,U10550,1.0
Ryan Kaldari (WMF),registered,27.63325963800306,65,23,0,0,1,1,Ryan Kaldari (WMF),0.0005001364008365,0.0007637360979528,0.271669103615547,0.0,1.0,U10551,42.0
Monobit,registered,8.62267534583188,391,18,0,0,1,2,Monobit,0.0163226334454851,0.0232895959545574,0.3365592007157661,1.2671924674278586e-05,0.9326652246308024,U10552,373.0
XenonX3,registered,123.76802626565456,1522,23,1,1,1,2,XenonX3,0.0002273347276529,0.0002805335681242,0.2660916942210309,3.922457111296885e-08,0.6,U10553,1499.0
Thierry74,registered,117.1617042102165,3722,3,1,1,1,1,Thierry74,0.0001364008365917,0.0002391986410353,0.272185490177176,0.0,1.0,U10554,3719.0
NemesisIII,registered,100.8876963782814,565,14,1,0,1,2,NemesisIII,0.0002728016731835,0.0004876419800249,0.2671623533633773,2.7672247676974616e-10,0.9333333333333332,U10555,551.0
Stunteltje,registered,122.7608723428042,1671,5,0,1,1,6,Stunteltje,0.0092752568882422,0.0031527398052272,0.2901601917452349,1.234645087093065e-05,0.9156766154737758,U10557,1666.0
Zollerriia,registered,98.04048109589291,598,3,1,0,1,1754,Zollerriia,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10559,595.0
Donarreiskoffer,registered,120.93682393660832,1943,5,1,1,1,3,Donarreiskoffer,0.0001364008365917,0.000267983226791,0.2586955926708436,0.0,1.0,U10561,1938.0
Nataev,registered,124.00211959634125,9753,12,0,1,1,6,Nataev,0.006910975720651,0.0042346983041241,0.2989323578077056,1.113947293597247e-05,0.8808818403624956,U10562,9741.0
Lingveno,registered,45.56197404616263,9054,537,1,0,10,0,Lingveno,0.0295989815404201,0.0377423563072901,0.3505043384964631,0.0001997865782676,0.6120382842963488,U10563,8517.0
Morgankevinj,registered,113.65078186258292,391,18,1,1,10,2,Morgankevinj,0.0163226334454851,0.0235650867595787,0.3409130486210758,4.337009903875588e-06,0.939948024462738,U10564,373.0
Gyrofrog,registered,109.93625125772604,22,1,0,1,1,2,Gyrofrog,0.0001818677821223,0.0003566877319206,0.2537414947497132,0.0,1.0,U10565,21.0
TMg,registered,109.87607700515564,2512,74,1,1,1,5,TMg,0.0135491497681185,0.0115194905833657,0.3234874285968419,8.563235174875687e-06,0.8217521975911237,U10566,2438.0
Coyets,registered,106.0303584452643,16,1,1,1,1,1683,Coyets,4.546694553059925e-05,3.824630315579782e-07,0.1934763407793678,0.0,0.0,U10568,15.0
Webfil,registered,99.35222565221127,3415,9,0,1,1,1683,Webfil,0.0002728016731835,0.0002984567236643,0.2632625617790406,1.0265355309583464e-06,0.5333333333333333,U10569,3406.0
Hans Haase,registered,97.87658503901136,437,5,0,0,1,9,Hans Haase,0.0061380376466308,0.0062049597808859,0.3099314596348327,3.8926308287495626e-06,0.7516860143725815,U10571,432.0
Materialscientist,registered,120.04012364692257,11966,7,0,1,1,1,Materialscientist,0.0004546694553059,0.0008340811053865,0.2790947895755916,3.29856338733729e-10,0.9777777777777776,U10573,11959.0
Ehrlich91,registered,123.5012525924557,52344,88,1,1,1,1,Ehrlich91,0.0007729380740201,0.0011602344094327,0.2778940731388755,6.357387096044554e-08,0.7794117647058824,U10577,52256.0
