name,username_type,acount_age,number_of_edits,total_posts,talking_type,status,rights,partition,editors,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,clustering_coifficient,UID,only_edits
Micione,registered,49.894282565692656,413,4,1,0,1,1722,Micione,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10183,409.0
Halibutt,registered,57.81360215016964,19148,25,0,0,1,1,Halibutt,0.0013185414203873,0.0017918067248105,0.2919420209298854,6.580397559311758e-07,0.6798029556650246,U10184,19123.0
Spinoziano,registered,119.75134822906853,32638,95,1,1,1,1,Spinoziano,0.0026825497863053,0.0023386895418808,0.2897852346534492,7.055059421337285e-05,0.5084745762711864,U10185,32543.0
Emme17,registered,92.90138287119744,598,2,2,1,1,1723,Emme17,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10186,596.0
Frank hans,registered,0.0026934160181249,11,1,1,0,1,1724,Frank hans,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10187,10.0
Joe123,registered,85.65989795212161,1858,1,1,1,1,1,Joe123,4.546694553059925e-05,1.066785943737362e-05,0.2222456265020488,0.0,0.0,U10188,1857.0
Pufui PcPifpef,registered,119.18938787244092,759,7,0,1,1,1725,Pufui PcPifpef,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10189,752.0
David1010,registered,123.29819419822294,46450,62,1,1,10,2,David1010,0.0029553514594889,0.0035364175383816,0.2828205695335181,1.0158213005803091e-05,0.645673076923077,U10190,46388.0
OrenBochman,registered,106.28882333122668,129,1,0,1,1,2,OrenBochman,4.546694553059925e-05,5.110383628541081e-05,0.237420128127778,0.0,0.0,U10195,128.0
Toto Azéro,registered,112.36630305740556,27,2,2,1,1,2,Toto Azéro,4.546694553059925e-05,5.110383628541081e-05,0.237420128127778,0.0,0.0,U10196,25.0
Joalbertine,registered,55.65911688809489,548,1,1,1,1,5,Joalbertine,4.546694553059925e-05,1.844840786281797e-05,0.2224036604430495,0.0,0.0,U10197,547.0
R4nd0m1,registered,120.5136819297377,62,7,1,1,1,0,R4nd0m1,4.546694553059925e-05,9.171220610242506e-05,0.2462907270256453,0.0,0.0,U10204,55.0
Damzow,registered,55.114280618736565,326,1,0,0,1,2,Damzow,4.546694553059925e-05,5.110383628541081e-05,0.237420128127778,0.0,0.0,U10205,325.0
Farary,registered,117.68182516486384,371,4,0,1,1,0,Farary,4.546694553059925e-05,6.528651783152112e-05,0.2355380819277956,0.0,0.0,U10207,367.0
Baloo Official,registered,111.10744459731092,1094,3,0,1,1,5,Baloo Official,9.09338910611985e-05,0.0001463628440082,0.2428535270550994,0.0,1.0,U10208,1091.0
Basilicofresco,registered,121.20601685485974,535,2,2,1,1,6,Basilicofresco,9.09338910611985e-05,5.139079458229094e-05,0.2421015972882866,0.0,1.0,U10209,533.0
Adrian Heine (WMDE),registered,30.192788200837647,127,20,0,0,1,1,Adrian Heine (WMDE),0.0008638719650813,0.0012709925631563,0.2799296154806294,5.545024508484665e-08,0.8011695906432749,U10210,107.0
Marica Massaro,registered,108.0231227654686,4342,69,0,1,1,1,Marica Massaro,0.0009548058561425,0.0005012638973395,0.2664496169590765,2.384153316927428e-06,0.7380952380952381,U10211,4273.0
Mateola,registered,99.78014074363077,362,11,0,1,1,1,Mateola,0.0007729380740201,0.000186839068039,0.2554210352891895,0.0,1.0,U10212,351.0
Holapaco77,registered,111.60418002346997,17682,18,0,1,1,1,Holapaco77,0.0011366736382649,0.0006238031405852,0.27021147241279,6.953264954497384e-05,0.64,U10213,17664.0
Threecharlie,registered,120.9509614236508,21353,27,1,1,1,1,Threecharlie,0.0006365372374283,0.0007082598600808,0.2727789496242126,1.2924126311290572e-07,0.6703296703296703,U10214,21326.0
Lagrande,registered,12.689428941046016,178,6,0,0,1,1,Lagrande,4.546694553059925e-05,1.001010332335706e-05,0.2187080509739353,0.0,0.0,U10216,172.0
Dre Rock,registered,118.25798042852809,77616,2209,1,1,1,2,Dre Rock,0.0012276075293261,0.0019449051189175,0.2761571544699234,2.298301611421102e-07,0.8917378917378918,U10217,75407.0
Benzocktail,registered,27.32043322815208,621,2,2,0,1,1726,Benzocktail,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10218,619.0
Wikinade,registered,116.74055174910428,276,3,1,1,1,2,Wikinade,4.546694553059925e-05,9.95405471289755e-05,0.2492189476635891,0.0,0.0,U10220,273.0
Jordi escarre,registered,124.01500525145777,33897,6,1,1,1,2,Jordi escarre,0.0016368100391015,0.0015325356265428,0.2798307539866872,4.093566871916846e-06,0.665079365079365,U10221,33891.0
Alter005,registered,113.9056984971172,12,2,2,1,1,1,Alter005,9.09338910611985e-05,0.000154715175145,0.2475733041864012,0.0,1.0,U10222,10.0
迴廊彼端,registered,107.85102971922004,26094,51,1,1,1,1,迴廊彼端,0.0010912066927343,0.00086918732797,0.2715077467521774,0.0001794255361134,0.2536231884057971,U10227,26043.0
Lusum,registered,40.15745931356109,340,13,1,0,1,0,Lusum,4.546694553059925e-05,7.506230758554226e-05,0.2385399220085613,0.0,0.0,U10228,327.0
Wgn,registered,79.08903559507269,5801,1,1,0,1,1727,Wgn,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10229,5800.0
Vincent la tortue,registered,73.62664949390549,465,1,0,0,1,2,Vincent la tortue,0.0003637355642447,0.0007139447438192,0.2656634542017204,0.0,1.0,U10230,464.0
JJBullet,registered,1.7089787378705017,180,51,0,0,1,0,JJBullet,0.0222788033099936,0.0325096869483779,0.3433158558617108,3.494661216375966e-05,0.8399399023413047,U10234,129.0
Audcsias,registered,1.6069856176223865,57,4,2,0,1,1,Audcsias,9.09338910611985e-05,0.000207587732827,0.2606014781519628,0.0,1.0,U10236,53.0
Buxlifa,registered,68.63653828164394,59,4,2,0,1,0,Buxlifa,0.0001818677821223,0.0001746955624544,0.2524801719436752,0.0,1.0,U10237,55.0
Stratocaster47,registered,29.00705923689969,2506,9,0,1,1,1,Stratocaster47,0.0010002728016731,0.0014846767978165,0.2860469702545503,6.641148094194204e-08,0.8181818181818182,U10238,2497.0
JoSloane,registered,7.994678193255166,1986,2,2,1,1,1,JoSloane,4.546694553059925e-05,0.0001007074879412,0.2524158266592313,0.0,0.0,U10239,1984.0
Mtanti,registered,2.7885552444988986,159,10,0,1,1,0,Mtanti,0.0035464217513867,0.0057193010865578,0.3075972880787951,2.1219469065790995e-08,0.9966699966699968,U10240,149.0
Torstein,registered,94.91920436422376,4252,9,0,0,1,1,Torstein,0.0005910702918977,0.0006868836887393,0.2740052474658006,2.184189379024956e-07,0.7435897435897436,U10241,4243.0
Rago,registered,37.75461204237976,5372,1,0,0,1,2,Rago,0.0025006820041829,0.0023051700070587,0.2785453517559954,0.0,1.0,U10243,5371.0
Etrusko25,registered,110.87600969827504,735,3,0,1,1,2,Etrusko25,0.0025006820041829,0.0023051700070587,0.2785453517559954,0.0,1.0,U10244,732.0
Hadonos,registered,119.69655586509116,71247,43,1,1,1,5,Hadonos,0.0149586250795671,0.0124056089268375,0.3215184659978512,1.8862987754479707e-05,0.711876343687449,U10245,71204.0
Bestiasonica,registered,118.4129874139936,16559,26,1,1,1,6,Bestiasonica,0.0118668727834864,0.0055296026251702,0.2985869014967106,4.193425750847437e-05,0.6304450338933097,U10246,16533.0
MaGa,registered,122.8070186246124,6186,28,1,1,1,2,MaGa,0.0028644175684277,0.0029002750624218,0.286177833764575,1.6932666292534766e-06,0.8888888888888888,U10247,6158.0
Tirinto,registered,65.85989977739295,163,1,0,0,1,2,Tirinto,0.0025006820041829,0.0023051700070587,0.2785453517559954,0.0,1.0,U10248,162.0
Chelin,registered,119.43243834195394,955,1,0,1,1,2,Chelin,0.0025006820041829,0.0023051700070587,0.2785453517559954,0.0,1.0,U10249,954.0
Paginazero,registered,99.58885002581998,149,1,1,0,1,1728,Paginazero,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10251,148.0
FAR,registered,122.64831546468749,5474,27,1,1,1,9,FAR,0.0086387196508138,0.0087314234123031,0.3142085236101244,8.085963104174662e-06,0.6558618769145085,U10252,5447.0
Metroitendo,registered,122.03128971391152,13564,54,1,1,1,3,Metroitendo,0.0042738928798763,0.0061645755062145,0.3196162968342002,1.6118477452033718e-06,0.9446350949439488,U10253,13510.0
Amphicoelias,registered,63.11495064542355,1019,15,0,0,1,2,Amphicoelias,0.0013185414203873,0.0012121505979234,0.2738347951541729,5.899707370210754e-07,0.7266009852216748,U10254,1004.0
Shalbat,registered,85.33054941427804,654,12,1,0,1,2,Shalbat,0.0003182686187141,0.0002819626106212,0.2541484360970077,3.2638421729369333e-08,0.7142857142857143,U10255,642.0
Aplikasi,registered,85.27739256947248,1176,38,1,0,1,2,Aplikasi,0.0002273347276529,0.0003148633447279,0.2537631653872356,7.821383306357984e-09,0.7,U10256,1138.0
Roberto Mura,registered,120.64363136211634,442,8,1,1,1,2,Roberto Mura,0.0001364008365917,0.0002561982337447,0.2578537221286652,0.0,1.0,U10258,434.0
IndyJr,registered,120.73381497680764,896,37,1,1,1,1,IndyJr,0.0001364008365917,0.0002047268102227,0.2584312157877053,1.940547614848284e-07,0.3333333333333333,U10259,859.0
Creasy,registered,9.452188918625602,34,3,1,0,1,2,Creasy,0.0001364008365917,0.000196301032508,0.2532602785926946,0.0,1.0,U10260,31.0
Chinmay26,registered,14.005232444502244,605,60,0,0,1,2,Chinmay26,0.0021824133854687,0.0028251279962919,0.2883859853462879,2.4770225096502104e-06,0.7455673758865248,U10261,545.0
Texugo,registered,73.31196815205728,1158,90,1,0,1,2,Texugo,0.0038192234245703,0.003716588127525,0.2867024873736959,3.794706642321703e-06,0.6649454962707975,U10262,1068.0
Elitre,registered,55.81711921987903,38,3,1,0,1,2,Elitre,4.546694553059925e-05,9.57353117790681e-05,0.2473980894252111,0.0,0.0,U10263,35.0
Blackfish,registered,33.62845347041121,4130,67,1,0,1,3,Blackfish,0.0005910702918977,0.0007320883056838,0.2684537215475926,7.105515520839405e-08,0.8461538461538461,U10265,4063.0
Frimelle,registered,75.69986607071557,392,16,0,0,1,0,Frimelle,0.0208238610530144,0.0312198702372238,0.3371989563388818,1.7218723679960026e-05,0.9123675384365476,U10266,376.0
TekstViler,registered,63.13237742352303,77,1,1,0,1,2,TekstViler,4.546694553059925e-05,9.57353117790681e-05,0.2473980894252111,0.0,0.0,U10267,76.0
Pierrenilles,registered,49.68661041788827,111,4,2,1,1,0,Pierrenilles,4.546694553059925e-05,7.402824334761946e-05,0.2375529983625793,0.0,0.0,U10268,107.0
Clausekwis,registered,15.683197540751085,2,1,1,1,1,1729,Clausekwis,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10269,1.0
Worobiew,registered,58.82211285804789,2499,2,2,0,1,1,Worobiew,4.546694553059925e-05,2.0465891818739983e-06,0.2019103631094823,0.0,0.0,U10271,2497.0
Maksim L.,registered,121.12220495819749,9423,11,0,1,1,1,Maksim L.,0.0004092025097753,0.0002695320439064,0.2633208882948548,0.0001338105355968,0.3055555555555556,U10275,9412.0
Artsiom91,registered,120.61828823011804,211857,11,0,1,1,1,Artsiom91,0.0005910702918977,0.0009435772482804,0.2860469702545503,3.5550330751579963e-06,0.7948717948717948,U10276,211846.0
Tolanor,registered,123.7507055814516,14806,56,0,1,1,1,Tolanor,0.0037737564790397,0.0045069530970614,0.3177280085031295,2.11619768498489e-05,0.6694093446958566,U10279,14750.0
Vitosmo,registered,105.6744476462746,338,4,2,1,1,5,Vitosmo,9.09338910611985e-05,7.097329313188109e-05,0.2432959737585017,0.0,1.0,U10280,334.0
Fameowner,registered,91.06441952949068,67,4,2,0,1,2,Fameowner,9.09338910611985e-05,9.823394746287272e-05,0.2437150452985947,2.1818607637055906e-10,0.0,U10281,63.0
Philosopher,registered,55.23263387414602,58,12,2,0,1,2,Philosopher,0.0033645539692643,0.0036832999764234,0.292545637484347,2.4258828153283857e-06,0.7867456497593484,U10282,46.0
SweetNightmares,registered,10.708935007411364,75,10,0,0,1,2,SweetNightmares,0.0001818677821223,0.000164657721033,0.2487807513307775,0.0,1.0,U10283,65.0
Philippe49730,registered,37.20240471893483,4760,10,0,0,1,1,Philippe49730,0.0003637355642447,0.0003159708517629,0.2614441622102192,6.689871453138841e-05,0.3928571428571428,U10285,4750.0
Dome,registered,117.7342655906692,187,5,0,1,1,2,Dome,0.0012730744748567,0.0014510040574273,0.2691101916467014,1.470922792271029e-07,0.9153439153439152,U10286,182.0
Regasterios,registered,116.44352116135931,7743,170,1,1,1,9,Regasterios,0.0050922978994271,0.0056226793435385,0.3094231239508621,1.4779430174001176e-06,0.918918918918919,U10287,7573.0
The Banner,registered,121.2694868629898,3212,25,1,1,1,5,The Banner,0.0133218150404655,0.0114435217069653,0.3193843983037263,1.2578321488387468e-05,0.8422553649071953,U10288,3187.0
Curtaintoad,registered,0.9537491453547224,96,56,1,0,1,2,Curtaintoad,0.0185505137764844,0.0246195230221745,0.340873938511388,1.2622898653541003e-05,0.7934190875367346,U10290,40.0
Ched,registered,113.93641210976268,5544,11,0,1,1,2,Ched,0.0039556242611621,0.0045886129069938,0.3079240275163626,7.351768595688717e-06,0.7527399091152098,U10291,5533.0
DiegoTheMasterPL,registered,0.6819951432571815,22,1,1,0,1,2,DiegoTheMasterPL,4.546694553059925e-05,9.904827315225692e-05,0.2482714658689122,0.0,0.0,U10293,21.0
Franz Xaver,registered,97.69285664851282,8948,13,1,0,1,3,Franz Xaver,0.0004546694553059,0.0007645399471259,0.2701991864431893,2.6249155256313004e-09,0.9333333333333332,U10294,8935.0
Pagony,registered,122.9768331238074,973,4,0,1,1,2,Pagony,0.0005001364008365,0.000624408827056,0.2672524647885538,1.5480211263433309e-06,0.7454545454545455,U10297,969.0
Atlantia,registered,117.33065740949888,11134,60,1,1,1,2,Atlantia,0.0006820041829589,0.0008964149587275,0.2697025418461597,4.748628241413896e-06,0.6,U10301,11074.0
Trevor Bickford,registered,0.0014491893893935,60,5,1,1,1,1,Trevor Bickford,0.0002273347276529,0.0002079954301933,0.2572620968868713,4.700313930211281e-08,0.6,U10302,55.0
TomTom,registered,18.68116236320922,2,1,1,1,1,1,TomTom,4.546694553059925e-05,0.0001025122593761,0.2529476581623974,0.0,0.0,U10303,1.0
Tuankiet65,registered,73.86959957349494,85,1,0,0,1,2,Tuankiet65,4.546694553059925e-05,0.0001049356795262,0.2517155180142018,0.0,0.0,U10304,84.0
Pne,registered,59.33217466629857,34,1,0,0,1,9,Pne,0.0046376284441211,0.0049064918195768,0.3038152253087057,0.0,1.0,U10306,33.0
風中的刀劍,registered,23.135021785373947,1167,9,1,0,1,10,風中的刀劍,0.0001818677821223,0.0002733830496957,0.2623270491110991,7.207223378500684e-10,0.8333333333333334,U10307,1158.0
Tb095811zhwiki,registered,38.08275285902137,309,5,0,0,1,6,Tb095811zhwiki,4.546694553059925e-05,3.474070703776261e-05,0.2386357115566021,0.0,0.0,U10308,304.0
Fireattack,registered,115.10082798871068,137,10,0,1,1,1,Fireattack,0.0004546694553059,0.0005368639454283,0.2597131222620144,1.2093562593843105e-08,0.7111111111111111,U10310,127.0
Supaplex,registered,120.84297266732224,381263,50,0,1,1,1,Supaplex,0.0024552150586523,0.0026116237249365,0.2938693406704719,5.889544584619228e-05,0.4500349406009783,U10311,381213.0
舞月書生,registered,26.38443560708905,1146,5,1,0,1,1,舞月書生,0.0001818677821223,0.0002436816507112,0.2596677287819048,8.61654727145426e-10,0.8333333333333334,U10312,1141.0
813gan,registered,19.6766748575718,82876,16,0,0,1,1,813gan,0.0009093389106119,0.0010884187716352,0.2822966038211146,2.978194236445219e-07,0.8105263157894737,U10313,82860.0
Pseudo Classes,registered,31.78041491459632,420,1,0,1,1,10,Pseudo Classes,0.0032736200782031,0.0018674363062256,0.2890944642458787,0.0,1.0,U10314,419.0
Attaremad,registered,32.90940607952251,902,1,1,1,1,6,Attaremad,4.546694553059925e-05,3.474070703776261e-05,0.2386357115566021,0.0,0.0,U10316,901.0
銀河市長,registered,23.0528705053644,65,2,2,1,1,6,銀河市長,4.546694553059925e-05,3.474070703776261e-05,0.2386357115566021,0.0,0.0,U10317,63.0
Kai3952,registered,112.6917097696888,46574,28,0,1,1,1,Kai3952,0.0005001364008365,0.0006839885039415,0.2723975892481795,2.801025219756988e-07,0.6545454545454545,U10318,46546.0
Utar,registered,114.3085712460443,4488,19,1,1,1,2,Utar,0.0006820041829589,0.0009624684173079,0.2731739361514335,1.296918873068131e-06,0.7619047619047619,U10319,4469.0
Dcirovic,registered,124.02453468890153,52676,529,1,1,1,6,Dcirovic,0.0100027280167318,0.0046772613849176,0.309455349651797,3.887038157220069e-05,0.8202988792029888,U10320,52147.0
Vahram Mekhitarian,registered,116.5574766536388,273,2,2,1,1,2,Vahram Mekhitarian,4.546694553059925e-05,8.302002560742048e-05,0.2475784613189302,0.0,0.0,U10325,271.0
Rcbutcher,registered,49.75975056146107,1674,1,1,0,1,1730,Rcbutcher,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10327,1673.0
CFC,registered,28.539549827245672,207,1,0,0,1,2,CFC,4.546694553059925e-05,4.944776781584739e-05,0.2340860617666194,0.0,0.0,U10328,206.0
Mychele Trempetich,registered,123.9596310822414,2368,1,1,1,1,2,Mychele Trempetich,4.546694553059925e-05,2.0291350339011978e-05,0.2284746561721754,0.0,0.0,U10329,2367.0
Jonathan Haas,registered,116.42966316899046,293,22,0,1,1,10,Jonathan Haas,0.0006365372374283,0.0004852959866305,0.2632159191672181,6.971609578460782e-05,0.2637362637362637,U10330,271.0
AntonBanderos,registered,45.54627481133159,441,1,1,0,1,2,AntonBanderos,4.546694553059925e-05,2.0291350339011978e-05,0.2284746561721754,0.0,0.0,U10331,440.0
Aytrus,registered,114.58286503715568,476,33,1,1,1,2,Aytrus,0.0076839137946712,0.0087821829798147,0.315979465467022,1.929521719406494e-07,0.9778810932657086,U10332,443.0
Srnec,registered,94.90385269147669,2580,3,1,1,1,1,Srnec,9.09338910611985e-05,0.0001312085201012,0.2569006487566265,0.0,1.0,U10333,2577.0
Eejit43,registered,9.776036164709444,275,3,1,1,1,2,Eejit43,9.09338910611985e-05,7.783034591349139e-05,0.2384489931401285,4.0525036812197644e-10,0.0,U10334,272.0
CactiStaccingCrane,registered,16.864578936520864,1696,15,0,1,1,1,CactiStaccingCrane,0.0003182686187141,0.000391469578285,0.2653254071676876,1.377419733575586e-09,0.9523809523809524,U10335,1681.0
Ke9tv,registered,90.09027183613932,42,2,0,1,1,2,Ke9tv,9.09338910611985e-05,3.768387460791605e-05,0.2369798738674968,0.0,1.0,U10336,40.0
Cofcorpse,registered,5.228965459021517,409,5,1,1,1,2,Cofcorpse,4.546694553059925e-05,1.6151939753626613e-05,0.2263167722994243,0.0,0.0,U10337,404.0
Astromessier,registered,60.52041604018031,875,2,2,1,1,2,Astromessier,4.546694553059925e-05,1.6151939753626613e-05,0.2263167722994243,0.0,0.0,U10338,873.0
Stvbastian,registered,78.7206178847691,6731,3,0,1,1,9,Stvbastian,0.0009093389106119,0.0008212451198706,0.261174140551488,0.0,1.0,U10339,6728.0
JozeSlb,registered,111.58914891400158,770,3,0,1,1,10,JozeSlb,0.0033190870237337,0.001911642439767,0.2896016475164855,3.09792337003508e-07,0.9798325722983258,U10340,767.0
Terry850324,registered,107.96299832759512,7968,4,1,1,1,1,Terry850324,0.0005456033463671,0.0004632772662239,0.2657584994874238,1.969906426310728e-07,0.7575757575757576,U10341,7964.0
SabuhiHuseynov064,registered,0.0165236490520377,29,2,2,0,1,1683,SabuhiHuseynov064,4.546694553059925e-05,8.31974162521817e-05,0.2539095390646364,0.0,0.0,U10342,27.0
RedOmsk,registered,5.200598080575082,136,1,1,1,1,1731,RedOmsk,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10343,135.0
Alice montrasio (WMIT),registered,16.428781334775298,8178,2,2,1,1,1,Alice montrasio (WMIT),4.546694553059925e-05,1.308245832277921e-05,0.2261961710961587,0.0,0.0,U10347,8176.0
Moscow Connection,registered,122.78548688732675,29155,162,1,1,1,5,Moscow Connection,0.0188687823951986,0.0134764286727312,0.3313608680181936,0.000150327258279,0.5508526861067459,U10348,28993.0
寒吉,registered,65.19652962681567,23348,18,0,1,1,1,寒吉,0.0009548058561425,0.0013378210832048,0.2789965167623607,6.592013178999377e-07,0.7666666666666667,U10349,23330.0
Lionel Allorge,registered,101.31154833964952,164,1,1,0,1,1732,Lionel Allorge,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10351,163.0
Maxx,registered,66.00713186748834,931,15,1,0,1,2,Maxx,9.09338910611985e-05,9.998695035562288e-05,0.2478262566011211,1.8493158054030278e-09,0.0,U10352,916.0
Reaper Eternal,registered,122.8309939439018,49,3,0,1,1,2,Reaper Eternal,0.0001364008365917,0.0001715518879794,0.2592203187366754,6.647498183416837e-11,0.6666666666666666,U10353,46.0
Jowe,registered,105.0003038316248,6789,13,1,1,1,6,Jowe,0.0004092025097753,0.0005158766279014,0.2663122994930777,3.5603858995744307e-06,0.5833333333333334,U10355,6776.0
Soundwaweserb,registered,119.68345650112217,5219,7,0,1,1,6,Soundwaweserb,0.0089115213239974,0.0028510793017531,0.2823972156265965,3.446047898802024e-06,0.9834641548927264,U10357,5212.0
Solomon7968,registered,68.87801977833601,93,2,2,0,1,1,Solomon7968,4.546694553059925e-05,2.330221361362548e-05,0.2334102830729883,0.0,0.0,U10359,91.0
Hunterboerner,registered,66.32129985177275,2,1,0,0,1,2,Hunterboerner,9.09338910611985e-05,7.39471888656733e-05,0.2410948255284614,0.0,1.0,U10360,1.0
KCVelaga (WMF),registered,6.565379698267437,29,93,0,1,1,1733,KCVelaga (WMF),0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10361,-64.0
Bensin,registered,119.8920146660552,951,16,0,1,1,2,Bensin,0.0007274711284895,0.0010406283559725,0.2788852245366067,6.744420259095371e-07,0.7833333333333333,U10362,935.0
The Rambling Man,registered,101.11539859743108,2378,24,0,0,10,2,The Rambling Man,0.0160952987178321,0.0230278920707594,0.3359788442141786,1.066128630608547e-05,0.945007282213793,U10363,2354.0
TheStriker,registered,119.72148717024382,184,1,0,1,1,1734,TheStriker,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10364,183.0
Gabbg82,registered,116.79642444555482,16367,252,0,1,1,1,Gabbg82,0.0060925707011003,0.0054856487864681,0.3126134725815137,4.88723068531507e-05,0.387386376388733,U10365,16115.0
פדיחה,registered,4.695769477356368,15,1,1,0,1,1735,פדיחה,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10366,14.0
APPER,registered,119.85050191159146,1477,24,1,1,1,5,APPER,0.0119578066745476,0.0098497586827047,0.3153757791773223,3.2392910288137546e-07,0.985371375497054,U10367,1453.0
Milei.vencel,registered,120.74014676702618,3155,4,1,1,1,6,Milei.vencel,0.006456306265345,0.0038447252098194,0.2930939215821204,3.57275136655323e-08,0.9876136250124864,U10371,3151.0
L.tak,registered,122.04121044389838,196,3,0,1,1,2,L.tak,4.546694553059925e-05,6.9661971994557935e-06,0.2162330867656975,0.0,0.0,U10372,193.0
Nerdfighter,registered,0.0587813423805949,3,1,1,0,1,1736,Nerdfighter,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10373,2.0
Stefan2,registered,107.83139892597993,173,14,1,1,1,2,Stefan2,0.0019550786578157,0.0023298970650435,0.2815743097388431,6.4682254483393194e-09,0.991140642303433,U10374,159.0
Sami At Ferḥat,registered,69.33656444386644,10573,7,1,1,1,2,Sami At Ferḥat,9.09338910611985e-05,8.820836225621565e-05,0.2388371202314283,7.806247874095254e-11,0.0,U10375,10566.0
Thombansen,registered,26.518099466640503,120,8,0,0,1,2,Thombansen,0.0001364008365917,6.0939295638624e-05,0.2393469523748226,5.656547243314751e-08,0.0,U10376,112.0
RJFF,registered,117.5773683085743,724,7,1,1,1,1737,RJFF,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10377,717.0
G-41614,registered,110.26565265238544,5008,15,0,1,1,1,G-41614,0.0005456033463671,0.0006410273211166,0.2744608261148292,1.7052062524606862e-06,0.7121212121212122,U10380,4993.0
Saguamundi,registered,55.33573736779142,97,76,0,0,1,6,Saguamundi,0.0176411748658725,0.0079894338540355,0.310473906483022,0.0001237139331874,0.4323237166679986,U10381,21.0
LGB,registered,119.91816357929623,2900,15,1,1,1,2,LGB,0.0001364008365917,0.0002222276607362,0.2511729244928373,1.7402290184217655e-09,0.6666666666666666,U10382,2885.0
Mattbr,registered,116.8305106272621,40665,739,1,1,1,2,Mattbr,0.0059107029189779,0.0079523217063053,0.3081395767306154,7.415008039210894e-06,0.7315444245676804,U10383,39926.0
Berdea,registered,120.33982559532366,10264,21,1,1,1,3,Berdea,0.0005456033463671,0.0009456586216609,0.2812677871562989,4.9797242421506614e-08,0.9545454545454546,U10385,10243.0
Seb az86556,registered,123.99421122800452,23339,10,0,1,1,1,Seb az86556,0.0001364008365917,0.0001048824684402,0.2577586556945688,8.9080283403065e-06,0.0,U10386,23329.0
Orchi,registered,120.48775509117613,38876,142,1,1,1,0,Orchi,0.0300536509957261,0.0365558411343647,0.349319645370226,0.0001269110084444,0.6139687342410489,U10388,38734.0
Floscuculi,registered,120.43627027096912,392,1,1,1,1,0,Floscuculi,4.546694553059925e-05,6.627975354456616e-05,0.2368004545451688,0.0,0.0,U10389,391.0
Aprilpeggy,registered,16.215124198306604,20,2,2,0,1,2,Aprilpeggy,9.09338910611985e-05,6.313731183958341e-05,0.2398928551202278,0.0,1.0,U10392,18.0
Stanning,registered,72.59034560752255,1820,9,1,0,1,5,Stanning,0.0118668727834864,0.0096450546444168,0.3149746015285039,9.594735326764621e-08,0.9944886531093428,U10394,1811.0
Johnsmith2116,registered,70.7559935446237,37,1,1,0,1,1738,Johnsmith2116,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10396,36.0
KSEltar,registered,85.75012301568289,36,1,0,0,1,1739,KSEltar,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U10397,35.0
Synthwave.94,registered,106.76143741638928,14837,5,0,1,1,1683,Synthwave.94,0.0001364008365917,0.0001375818507601,0.2552564669489405,6.242196139053732e-09,0.6666666666666666,U10398,14832.0
Dweller,registered,114.55856154929032,66,3,0,1,1,2,Dweller,0.0001364008365917,0.0002038075769712,0.2593560776431843,0.0,1.0,U10399,63.0
FHd,registered,120.70340633658157,16940,36,0,1,1,1683,FHd,0.0045012276075293,0.0032387576527877,0.2947950396625881,3.0450100488322275e-05,0.479282622139765,U10401,16904.0
AndrzejBełżyński,registered,101.96532973146456,1702,1,1,1,1,1,AndrzejBełżyński,4.546694553059925e-05,2.415069236880766e-05,0.2293564572380657,0.0,0.0,U10403,1701.0
Alitaghizadeh,registered,107.07500268086729,1669,1,0,1,1,2,Alitaghizadeh,9.09338910611985e-05,0.0001546456093492,0.2501420973623893,0.0,1.0,U10404,1668.0
Armbrust,registered,119.05867334715975,8587,1053,1,1,1,0,Armbrust,0.0308265890697462,0.0412334563270261,0.3520512918861542,2.812797190341746e-05,0.6574380291325168,U10405,7534.0
CoolJazz5,registered,116.909060038498,99,1,1,1,1,2,CoolJazz5,4.546694553059925e-05,5.634095795564538e-05,0.2389619722555957,0.0,0.0,U10406,98.0
Schutz,registered,118.8874035743376,207,4,2,1,1,6,Schutz,9.09338910611985e-05,0.0001376340639966,0.2515663374764857,0.0,1.0,U10407,203.0
Ruotailfoglio,registered,84.90417287449054,60,5,0,1,1,5,Ruotailfoglio,0.0001818677821223,0.0002056767014041,0.2527862605882248,2.4545743860458724e-07,0.6666666666666666,U10410,55.0
Joseph202,registered,9.259179403638225,35,9,0,1,1,6,Joseph202,9.09338910611985e-05,0.0001559748263172,0.253925813230709,0.0,1.0,U10411,26.0
